"","SNP","ID","Chromosome","Position","Trait.name","PS","Ind.SNP","SUPER","FarmCPU","mrMLM","rrBLUP","GLM","MAF.1.x","PVE.1.y","X","X.1","X.2","X.3","X.4","Gene","chr","start","end","width","strand","dis_start.positon","dis_positon.end"
"1027","PstI.TP139651","CmD_LI_mm.29",2,69224467,"CmD_LI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.08962,0.6118,NA,"",NA,NA,"","Sobic.002G320900.1","Chr02",69223562,69233455,9894,"-",-905,-8988
"1028","PstI.TP139651","CmD_LI_mm.29",2,69224467,"CmD_LI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.08962,0.6118,NA,"",NA,NA,"","Sobic.002G320700.1","Chr02",69217722,69224768,7047,"+",-6745,-301
"1029","PstI.TP139651","CmD_LI_mm.29",2,69224467,"CmD_LI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.08962,0.6118,NA,"",NA,NA,"","Sobic.002G320900.1","Chr02",69223562,69233455,9894,"-",-905,-8988
"1030","PstI.TP139651","CmD_LI_mm.29",2,69224467,"CmD_LI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.08962,0.6118,NA,"",NA,NA,"","Sobic.002G320700.1","Chr02",69217722,69224768,7047,"+",-6745,-301
"1031","PstI.TP139651","CmD_LI_mm.29",2,69224467,"CmD_LI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.08962,0.6118,NA,"",NA,NA,"","Sobic.002G320900.2","Chr02",69223562,69233455,9894,"-",-905,-8988
"1032","PstI.TP139651","CmD_LI_mm.29",2,69224467,"CmD_LI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.08962,0.6118,NA,"",NA,NA,"","Sobic.002G320900.2","Chr02",69223562,69233455,9894,"-",-905,-8988
"1033","PstI.TP139651","CmD_LI_mm.29",2,69224467,"CmD_LI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.08962,0.6118,NA,"",NA,NA,"","Sobic.002G320900.1","Chr02",69223562,69233455,9894,"-",-905,-8988
"1034","PstI.TP139937","CmDW_g.31",2,66298184,"CmDW_g","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.379,2.531,NA,"",NA,NA,"","Sobic.002G281300.1","Chr02",66296138,66299132,2995,"-",-2046,-948
"1035","PstI.TP140016","Yld_kg.15",6,57096158,"Yld","PS_N(1)","C106+4202(1)","","","ISIS EM-BLASSO(1)","","",0.3349,12.94,NA,"PstI.TP1193013",6,60825902,"PstI.TP1193013\6\60825902","Sobic.006G225500.1","Chr06",57096038,57097017,980,"+",-120,-859
"1039","PstI.TP14229","CmD_BI_mm.31",9,57790410,"CmD_BI_mm","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.168,5.638,NA,"",NA,NA,"","Sobic.009G240400.1","Chr09",57788800,57789692,893,"+",-1610,718
"1040","PstI.TP14229","CmD_BI_mm.31",9,57790410,"CmD_BI_mm","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.168,5.638,NA,"",NA,NA,"","Sobic.009G240400.1","Chr09",57788800,57789692,893,"+",-1610,718
"1041","PstI.TP14229","Cml_cm.37",9,57790410,"Cml_cm","PS_N(4);PS_Y(3)","124+36088im(7)","","","FASTmrMLM(2);ISIS EM-BLASSO(2);mrMLM(1);pKWmEB(2)","","",0.1734,11.54,NA,"",NA,NA,"","Sobic.009G240400.1","Chr09",57788800,57789692,893,"+",-1610,718
"1042","PstI.TP14229","Cml_cm.37",9,57790410,"Cml_cm","PS_N(4);PS_Y(3)","124+36088im(7)","","","FASTmrMLM(2);ISIS EM-BLASSO(2);mrMLM(1);pKWmEB(2)","","",0.1734,11.54,NA,"",NA,NA,"","Sobic.009G240400.1","Chr09",57788800,57789692,893,"+",-1610,718
"1043","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1044","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1045","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1046","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1047","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1048","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1049","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1050","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1051","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1052","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1053","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1054","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1055","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1056","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1057","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1058","PstI.TP148994","Bcirc_cm.36",6,47930110,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.121,4.088,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1059","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1060","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1061","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1062","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1063","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1064","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1065","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1066","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1067","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1068","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1069","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1070","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1071","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1072","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1073","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-",-2842,203
"1074","PstI.TP148994","Cml_cm.38",6,47930110,"Cml_cm","PS_N(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.121,3.469,NA,"",NA,NA,"","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+",-646,-2354
"1075","PstI.TP150197","Bcirc_cm.37",1,30650620,"Bcirc_cm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.06132,3.85,NA,"",NA,NA,"","Sobic.001G258200.1","Chr01",30649854,30655094,5241,"+",-766,-4474
"1076","PstI.TP150197","Bcirc_cm.37",1,30650620,"Bcirc_cm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.06132,3.85,NA,"",NA,NA,"","Sobic.001G258200.2","Chr01",30649723,30655105,5383,"+",-897,-4485
"1077","PstI.TP153500","CmN.130",2,76322220,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.495,0.1573,NA,"",NA,NA,"","Sobic.002G416000.1","Chr02",76322888,76329198,6311,"-",668,-6978
"1078","PstI.TP153500","CmN.130",2,76322220,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.495,0.1573,NA,"",NA,NA,"","Sobic.002G415900.1","Chr02",76316326,76322556,6231,"+",-5894,-336
"1079","PstI.TP153500","CmN.130",2,76322220,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.495,0.1573,NA,"",NA,NA,"","Sobic.002G416000.1","Chr02",76322888,76329198,6311,"-",668,-6978
"1080","PstI.TP153500","CmN.130",2,76322220,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.495,0.1573,NA,"",NA,NA,"","Sobic.002G415900.1","Chr02",76316326,76322556,6231,"+",-5894,-336
"1081","PstI.TP153500","CmN.130",2,76322220,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.495,0.1573,NA,"",NA,NA,"","Sobic.002G416000.1","Chr02",76322888,76329198,6311,"-",668,-6978
"1082","PstI.TP153500","CmN.130",2,76322220,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.495,0.1573,NA,"",NA,NA,"","Sobic.002G415900.1","Chr02",76316326,76322556,6231,"+",-5894,-336
"1083","PstI.TP153500","CmN.130",2,76322220,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.495,0.1573,NA,"",NA,NA,"","Sobic.002G416000.1","Chr02",76322888,76329198,6311,"-",668,-6978
"1084","PstI.TP153500","CmN.130",2,76322220,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.495,0.1573,NA,"",NA,NA,"","Sobic.002G415900.1","Chr02",76316326,76322556,6231,"+",-5894,-336
"1086","PstI.TP15780","Cml_cm.39",9,56211895,"Cml_cm","PS_N(2);PS_Y(3)","C116+3293(2);C124+2560(3)","","","ISIS EM-BLASSO(2);mrMLM(1);pKWmEB(1);pLARmEB(1)","","",0.1842,10.71,NA,"",NA,NA,"","Sobic.009G218000.1","Chr09",56211082,56212337,1256,"+",-813,-442
"1087","PstI.TP15780","Cml_cm.39",9,56211895,"Cml_cm","PS_N(2);PS_Y(3)","C116+3293(2);C124+2560(3)","","","ISIS EM-BLASSO(2);mrMLM(1);pKWmEB(1);pLARmEB(1)","","",0.1842,10.71,NA,"",NA,NA,"","Sobic.009G218000.1","Chr09",56211082,56212337,1256,"+",-813,-442
"1088","PstI.TP15780","CmN.131",9,56211895,"CmN","PS_Y(3)","C116+3293(1);C124+2560(2)","","","ISIS EM-BLASSO(1)","","GLM(2)",0.181,9.169,NA,"",NA,NA,"","Sobic.009G218000.1","Chr09",56211082,56212337,1256,"+",-813,-442
"1089","PstI.TP15780","CmN.131",9,56211895,"CmN","PS_Y(3)","C116+3293(1);C124+2560(2)","","","ISIS EM-BLASSO(1)","","GLM(2)",0.181,9.169,NA,"",NA,NA,"","Sobic.009G218000.1","Chr09",56211082,56212337,1256,"+",-813,-442
"1091","PstI.TP160694","CmDW_g.32",9,55685356,"CmDW_g","PS_N(1)","124+36088im(1)","","FarmCPU(1)","","","",0.05884,1.722,NA,"",NA,NA,"","Sobic.009G210600.1","Chr09",55686020,55691500,5481,"+",664,-6144
"1092","PstI.TP161086","Bcirc_cm.39",8,61954442,"Bcirc_cm","PS_N(1)","124+36088im(1)","","FarmCPU(1)","","","",0.1977,0.831,NA,"",NA,NA,"","Sobic.008G185200.3","Chr08",61950585,61955905,5321,"+",-3857,-1463
"1093","PstI.TP161086","Bcirc_cm.39",8,61954442,"Bcirc_cm","PS_N(1)","124+36088im(1)","","FarmCPU(1)","","","",0.1977,0.831,NA,"",NA,NA,"","Sobic.008G185200.2","Chr08",61950585,61955905,5321,"+",-3857,-1463
"1095","PstI.TP18098","CmD_LI_mm.32",2,23769344,"CmD_LI_mm","PS_N(2)","C116+3293(2)","","","FASTmrMLM(1);mrMLM(1)","","",0.0833,0,NA,"",NA,NA,"","Sobic.002G143000.1","Chr02",23766685,23770440,3756,"-",-2659,-1096
"1096","PstI.TP188641","Bcirc_cm.41",3,6088178,"Bcirc_cm","PS_N(1)","C106+4202(1)","","","ISIS EM-BLASSO(1)","","",0.1415,1.194,NA,"",NA,NA,"","Sobic.003G071600.1","Chr03",6087430,6092352,4923,"+",-748,-4174
"1097","PstI.TP188641","Bcirc_cm.41",3,6088178,"Bcirc_cm","PS_N(1)","C106+4202(1)","","","ISIS EM-BLASSO(1)","","",0.1415,1.194,NA,"",NA,NA,"","Sobic.003G071600.1","Chr03",6087430,6092352,4923,"+",-748,-4174
"1098","PstI.TP188641","CmD_BI_mm.32",3,6088178,"CmD_BI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.1415,10.27,NA,"",NA,NA,"","Sobic.003G071600.1","Chr03",6087430,6092352,4923,"+",-748,-4174
"1099","PstI.TP188641","CmD_BI_mm.32",3,6088178,"CmD_BI_mm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.1415,10.27,NA,"",NA,NA,"","Sobic.003G071600.1","Chr03",6087430,6092352,4923,"+",-748,-4174
"1100","PstI.TP190549","CmN.132",7,57197488,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1)","","","","GLM(1)",0.1003,9.476,NA,"",NA,NA,"","Sobic.007G142100.1","Chr07",57193804,57198082,4279,"-",-3684,-594
"1103","PstI.TP19694","Cml_cm.41",1,26927564,"Cml_cm","PS_Y(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.2661,6.459,NA,"",NA,NA,"","Sobic.001G249600.1","Chr01",26926368,26928145,1778,"-",-1196,-581
"1104","PstI.TP197493","CCirc_cm.23",7,2953287,"CCirc_cm","PS_N(1)","124+36088im(1)","","","mrMLM(1)","","",0.0342,3.428,NA,"",NA,NA,"","Sobic.007G033700.1","Chr07",2950375,2954296,3922,"-",-2912,-1009
"1105","PstI.TP197570","CmD_BI_mm.33",5,51810245,"CmD_BI_mm","PS_N(1)","124+36088im(1)","","FarmCPU(1)","","","",0.05633,7.039,NA,"",NA,NA,"","Sobic.005G118400.1","Chr05",51808626,51820846,12221,"-",-1619,-10601
"1107","PstI.TP217199","CmN.134",1,78396312,"CmN","PS_N(1)","C116+3293(1)","","FarmCPU(1)","","","",0.05603,15.82,NA,"",NA,NA,"","Sobic.001G517800.2","Chr01",78394663,78400035,5373,"+",-1649,-3723
"1108","PstI.TP217199","CmN.134",1,78396312,"CmN","PS_N(1)","C116+3293(1)","","FarmCPU(1)","","","",0.05603,15.82,NA,"",NA,NA,"","Sobic.001G517800.1","Chr01",78394663,78400035,5373,"+",-1649,-3723
"1109","PstI.TP217994","CmDW_g.33",4,61088428,"CmDW_g","PS_N(2)","124+36088im(2)","","","FASTmrMLM(1);mrMLM(1)","","",0.0533,20.55,NA,"",NA,NA,"","Sobic.004G266400.1","Chr04",61087870,61092609,4740,"+",-558,-4181
"1110","PstI.TP217994","CmDW_g.33",4,61088428,"CmDW_g","PS_N(2)","124+36088im(2)","","","FASTmrMLM(1);mrMLM(1)","","",0.0533,20.55,NA,"",NA,NA,"","Sobic.004G266400.1","Chr04",61087870,61092609,4740,"+",-558,-4181
"1111","PstI.TP217994","CmDW_g.33",4,61088428,"CmDW_g","PS_N(2)","124+36088im(2)","","","FASTmrMLM(1);mrMLM(1)","","",0.0533,20.55,NA,"",NA,NA,"","Sobic.004G266400.1","Chr04",61087870,61092609,4740,"+",-558,-4181
"1112","PstI.TP217994","Cml_cm.42",4,61088428,"Cml_cm","PS_N(2)","124+36088im(2)","","","FASTmrMLM(1);mrMLM(1)","","",0.0533,38.88,NA,"",NA,NA,"","Sobic.004G266400.1","Chr04",61087870,61092609,4740,"+",-558,-4181
"1113","PstI.TP217994","Cml_cm.42",4,61088428,"Cml_cm","PS_N(2)","124+36088im(2)","","","FASTmrMLM(1);mrMLM(1)","","",0.0533,38.88,NA,"",NA,NA,"","Sobic.004G266400.1","Chr04",61087870,61092609,4740,"+",-558,-4181
"1114","PstI.TP217994","Cml_cm.42",4,61088428,"Cml_cm","PS_N(2)","124+36088im(2)","","","FASTmrMLM(1);mrMLM(1)","","",0.0533,38.88,NA,"",NA,NA,"","Sobic.004G266400.1","Chr04",61087870,61092609,4740,"+",-558,-4181
"1115","PstI.TP217994","CmD_LI_mm.33",4,61088428,"CmD_LI_mm","PS_N(2)","124+36088im(2)","","","FASTmrMLM(1);mrMLM(1)","","",0.0533,21.36,NA,"",NA,NA,"","Sobic.004G266400.1","Chr04",61087870,61092609,4740,"+",-558,-4181
"1116","PstI.TP217994","CmD_LI_mm.33",4,61088428,"CmD_LI_mm","PS_N(2)","124+36088im(2)","","","FASTmrMLM(1);mrMLM(1)","","",0.0533,21.36,NA,"",NA,NA,"","Sobic.004G266400.1","Chr04",61087870,61092609,4740,"+",-558,-4181
"1117","PstI.TP217994","CmD_LI_mm.33",4,61088428,"CmD_LI_mm","PS_N(2)","124+36088im(2)","","","FASTmrMLM(1);mrMLM(1)","","",0.0533,21.36,NA,"",NA,NA,"","Sobic.004G266400.1","Chr04",61087870,61092609,4740,"+",-558,-4181
"1119","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276700.1","Chr10",60979154,60983631,4478,"-",-317,-4160
"1120","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276700.3","Chr10",60979154,60983631,4478,"-",-317,-4160
"1121","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276700.2","Chr10",60979154,60983631,4478,"-",-317,-4160
"1122","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276600.1","Chr10",60972238,60979018,6781,"+",-7233,453
"1123","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276600.1","Chr10",60972238,60979018,6781,"+",-7233,453
"1124","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276700.3","Chr10",60979154,60983631,4478,"-",-317,-4160
"1125","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276700.2","Chr10",60979154,60983631,4478,"-",-317,-4160
"1126","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276700.1","Chr10",60979154,60983631,4478,"-",-317,-4160
"1127","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276600.1","Chr10",60972238,60979018,6781,"+",-7233,453
"1128","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276700.1","Chr10",60979154,60983631,4478,"-",-317,-4160
"1129","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276700.2","Chr10",60979154,60983631,4478,"-",-317,-4160
"1130","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276700.1","Chr10",60979154,60983631,4478,"-",-317,-4160
"1131","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276700.3","Chr10",60979154,60983631,4478,"-",-317,-4160
"1132","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276700.2","Chr10",60979154,60983631,4478,"-",-317,-4160
"1133","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276600.1","Chr10",60972238,60979018,6781,"+",-7233,453
"1134","PstI.TP226277","CmDW_g.34",10,60979471,"CmDW_g","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,3.728,NA,"",NA,NA,"","Sobic.010G276700.3","Chr10",60979154,60983631,4478,"-",-317,-4160
"1135","PstI.TP226277","Cml_cm.43",10,60979471,"Cml_cm","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,11.25,NA,"",NA,NA,"","Sobic.010G276700.1","Chr10",60979154,60983631,4478,"-",-317,-4160
"1136","PstI.TP226277","Cml_cm.43",10,60979471,"Cml_cm","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,11.25,NA,"",NA,NA,"","Sobic.010G276700.3","Chr10",60979154,60983631,4478,"-",-317,-4160
"1137","PstI.TP226277","Cml_cm.43",10,60979471,"Cml_cm","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,11.25,NA,"",NA,NA,"","Sobic.010G276700.2","Chr10",60979154,60983631,4478,"-",-317,-4160
"1138","PstI.TP226277","Cml_cm.43",10,60979471,"Cml_cm","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,11.25,NA,"",NA,NA,"","Sobic.010G276600.1","Chr10",60972238,60979018,6781,"+",-7233,453
"1139","PstI.TP226277","Cml_cm.43",10,60979471,"Cml_cm","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,11.25,NA,"",NA,NA,"","Sobic.010G276600.1","Chr10",60972238,60979018,6781,"+",-7233,453
"1140","PstI.TP226277","Cml_cm.43",10,60979471,"Cml_cm","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.0369,11.25,NA,"",NA,NA,"","Sobic.010G276700.3","Chr10",60979154,60983631,4478,"-",-317,-4160
