"","SNP","Trait.name","X","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","PVE"
"676","NsiI.TP275227","HW_1",6786,9,52933109,0.000149432204917422,0.334737830531843,106,NA,NA,0.038618171656707,NA,0.0386181716567069,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.721522994076382"
"677","NsiI.TP276462","GS",5798,11,12195,0.0000657568306009226,0.0839725325706426,114,NA,NA,0.0148712473619362,NA,0.0148712473619362,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.87228879036498"
"678","NsiI.TP2769","FD_50",3563,3,4785844,0.00015255516623396,0.43459339408205,106,NA,NA,0.032633548154986,NA,0.032633548154986,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.24572300819359"
"679","NsiI.TP2769","fprind",7441,3,4785844,0.000130630110101998,0.43459339408205,106,NA,NA,0.0313422338047654,NA,0.0313422338047655,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.33673760581856"
"680","NsiI.TP2769","fprinW",7282,3,4785844,0.000259658962596837,0.43459339408205,106,NA,NA,0.0419692364693845,NA,0.0419692364693845,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.46019405330256"
"681","NsiI.TP2769","FW_50",4146,3,4785844,0.000400102894995649,0.43459339408205,106,NA,NA,0.0490481277911956,NA,0.0490481277911956,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.45563988373379"
"682","NsiI.TP2769","GFW_50",4961,3,4785844,0.000260526465384724,0.43459339408205,106,NA,NA,0.0403422857360208,NA,0.0403422857360209,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.34694192646123"
"683","NsiI.TP277345","GS",5688,11,12201,0.000000000110309222938569,0.0504653152226338,114,NA,NA,0.000000453412628439508,NA,0.00000045341262843951,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.913821350849465"
"684","NsiI.TP278971","FD_50",3662,11,12213,0.000398618608446231,0.186274509803922,106,NA,NA,0.0473183736379114,NA,0.0473183736379114,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.67719267204107"
"685","NsiI.TP278971","GFW_1",4432,11,12213,0.000178192491156075,0.186274509803922,106,NA,NA,0.0167313391539265,NA,0.0167313391539264,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.57463662452493"
"686","NsiI.TP278971","GHW_1",5004,11,12213,0.00000836212899434159,0.186274509803922,106,NA,NA,0.0136918928264333,NA,0.0136918928264333,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.76755797516475"
"687","NsiI.TP278971","GHW_50",5661,11,12213,0.0000831728524821565,0.186274509803922,106,NA,NA,0.0483770781607682,NA,0.0483770781607683,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.87444315522996"
"688","NsiI.TP278971","HM_1",5991,11,12213,0.0000582336580606133,0.186274509803922,106,NA,NA,0.0204155288357845,NA,0.0204155288357845,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.38769085206695"
"689","NsiI.TP278971","HW_1",6758,11,12213,0.0000801734983020059,0.186274509803922,106,NA,NA,0.0287874263565398,NA,0.0287874263565398,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.81423787090816"
"690","NsiI.TP278972","GS",5722,11,12214,0.00000236131336451531,0.213736892216238,114,NA,NA,0.00151616081622544,NA,0.00151616081622544,"124+36088im","MLM+SUPER","PS_Y","GAPIT","6.01974260800157"
"691","NsiI.TP279529","Lg",6852,11,12227,0.000000179702927105866,0.0670227382092488,114,NA,NA,0.000392860549141275,NA,0.000392860549141274,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.128734050607484"
"692","NsiI.TP280339","FD_50",3575,11,12243,0.000177950009912982,0.303479929248379,106,NA,NA,0.0348383623884863,NA,0.0348383623884863,"124+36088im","MLM+SUPER","PS_Y","GAPIT","8.74155420091783"
"693","NsiI.TP280339","fprind",7450,11,12243,0.000143047747964389,0.303479929248379,106,NA,NA,0.0315428356725441,NA,0.031542835672544,"124+36088im","MLM+SUPER","PS_Y","GAPIT","8.71936481276967"
"694","NsiI.TP281579","FW_50",4128,3,65419972,0.000338249166182071,0.177581397557742,106,NA,NA,0.045123708863522,NA,0.045123708863522,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.334517900686573"
"695","NsiI.TP281579","GHW_1",5413,3,65419972,0.000593015341501465,0.177581397557742,106,NA,NA,0.0367781665932611,NA,0.0367781665932611,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.415068271759525"
"696","NsiI.TP284022","fprinW",7320,11,12287,0.000360544681513925,0.322171845828712,106,NA,NA,0.0474908270331485,NA,0.0474908270331485,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.70108886476236"
"697","NsiI.TP284022","FW_50",4083,11,12287,0.00021193468077627,0.322171845828712,106,NA,NA,0.0366077365602525,NA,0.0366077365602526,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.67066318490673"
"698","NsiI.TP284022","GFW_50",4952,11,12287,0.000239744243907428,0.322171845828712,106,NA,NA,0.0391876784363696,NA,0.0391876784363696,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.60149958971193"
"699","NsiI.TP285092","HM_1",6633,11,12291,0.00130586482848913,0.470449436160604,106,NA,NA,0.0481152498744157,NA,0.0481152498744155,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.51402909119648"
"700","NsiI.TP285280","HM_1",6684,9,53781422,0.00145106985158262,0.175920447493716,106,NA,NA,0.0498916991958301,NA,0.0498916991958302,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.05126091976052"
"701","NsiI.TP288843","FD_1",3364,11,12324,0.00000306491451352675,0.456010387925019,106,NA,NA,0.00670041394565507,NA,0.00670041394565506,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0153305899622547"
"702","NsiI.TP288843","FD_50",3460,11,12324,0.00000370451891314692,0.456010387925019,106,NA,NA,0.00494046299191047,NA,0.00494046299191048,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0115758072604904"
"703","NsiI.TP288843","FM_50",3723,11,12324,0.0000139938019514553,0.456010387925019,106,NA,NA,0.0202654154007169,NA,0.0202654154007169,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.107694640416011"
"704","NsiI.TP288843","fprind",7352,11,12324,0.000003880262701703,0.456010387925019,106,NA,NA,0.00503461304864105,NA,0.00503461304864104,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0180254856472038"
"705","NsiI.TP288843","fprinGW",7084,11,12324,0.00000351051229365562,0.456010387925019,106,NA,NA,0.0186626984300324,NA,0.0186626984300324,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0210468356955371"
"706","NsiI.TP288843","fprinW",7129,11,12324,0.00000258138408255274,0.456010387925019,106,NA,NA,0.0081795863231478,NA,0.0081795863231478,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0133622641854018"
"707","NsiI.TP288843","FW_1",3897,11,12324,0.00000412217578116036,0.456010387925019,106,NA,NA,0.0146011031641185,NA,0.0146011031641185,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0150564674860933"
"708","NsiI.TP288843","FW_50",3942,11,12324,0.00000436247021609224,0.456010387925019,106,NA,NA,0.0114445043648964,NA,0.0114445043648964,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0125096872743258"
"709","NsiI.TP288843","GFW_1",4230,11,12324,0.0000139584515078091,0.456010387925019,106,NA,NA,0.00470376499243944,NA,0.00470376499243943,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0082114228451271"
"710","NsiI.TP288843","GFW_50",4802,11,12324,0.00000352477141086434,0.456010387925019,106,NA,NA,0.00851206569651722,NA,0.00851206569651722,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0431478054051036"
"711","NsiI.TP288843","GHW_1",5104,11,12324,0.0000897241385163489,0.456010387925019,106,NA,NA,0.0201674952140825,NA,0.0201674952140825,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00752235368596292"
"712","NsiI.TP288843","GHW_50",5625,11,12324,0.0000105102834005124,0.456010387925019,106,NA,NA,0.0365872102737189,NA,0.0365872102737189,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0160141540849157"
"713","NsiI.TP288843","HD_1",5866,11,12324,0.00000735922051851583,0.456010387925019,106,NA,NA,0.0130552576603263,NA,0.0130552576603263,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0150365128651795"
"714","NsiI.TP288843","HM_1",6253,11,12324,0.00037832186872822,0.456010387925019,106,NA,NA,0.0298942647717353,NA,0.0298942647717353,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0506943244427128"
"715","NsiI.TP288843","HW_1",6735,11,12324,0.0000413037622481642,0.456010387925019,106,NA,NA,0.0216712579763668,NA,0.0216712579763668,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00474058804605736"
"716","NsiI.TP289776","GHW_1",5419,4,4806117,0.000604726533577575,0.167173453159288,106,NA,NA,0.0368493718696335,NA,0.0368493718696335,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.29759166407269"
"717","NsiI.TP289776","HM_1",6168,4,4806117,0.000256788472990149,0.167173453159288,106,NA,NA,0.0272736388681116,NA,0.0272736388681116,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.105504577123236"
"718","NsiI.TP290165","HM_1",6642,2,68205802,0.00133445951037732,0.164582799448664,106,NA,NA,0.0485532252352613,NA,0.0485532252352612,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.93881580055543"
"719","NsiI.TP290592","FD_50",3535,11,12332,0.000090645917277813,0.124658553317488,106,NA,NA,0.0249944002503535,NA,0.0249944002503535,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.82656139990153"
"720","NsiI.TP290592","fprind",7433,11,12332,0.000113633184399258,0.124658553317488,106,NA,NA,0.0295153758369319,NA,0.029515375836932,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.7719641061021"
"721","NsiI.TP290592","fprinW",7245,11,12332,0.000186235979797829,0.124658553317488,106,NA,NA,0.0394009249517439,NA,0.0394009249517439,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.80464587538815"
"722","NsiI.TP290592","FW_50",4100,11,12332,0.000249057084441669,0.124658553317488,106,NA,NA,0.0388914497216831,NA,0.038891449721683,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.84040171257738"
"723","NsiI.TP290592","GFW_1",4267,11,12332,0.0000268267708330921,0.124658553317488,106,NA,NA,0.00614692454884198,NA,0.00614692454884199,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.4613946840704"
"724","NsiI.TP290592","GFW_50",4966,11,12332,0.000278088759072459,0.124658553317488,106,NA,NA,0.0419274741695799,NA,0.0419274741695798,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.57945198102638"
"725","NsiI.TP290592","GHW_1",5176,11,12332,0.000159612553029523,0.124658553317488,106,NA,NA,0.0225122350332071,NA,0.022512235033207,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.6041797804826"
"726","NsiI.TP290592","HM_1",6655,11,12332,0.00138404128614705,0.124658553317488,106,NA,NA,0.049306980256085,NA,0.049306980256085,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.36796187262881"
"727","NsiI.TP290920","GS",5713,11,12334,0.00000092768608568747,0.0614967496732992,114,NA,NA,0.000785061831352422,NA,0.000785061831352422,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.00054692761328"
"728","NsiI.TP291476","Lg",7042,6,53416065,0.000349978222570797,0.0706461324604638,114,NA,NA,0.0454521222322885,NA,0.0454521222322886,"124+36088im","MLM+SUPER","PS_Y","GAPIT","14.071889569482"
"729","NsiI.TP296058","Lg",6916,7,41533730,0.0000419773034781183,0.235294117647059,114,NA,NA,0.0141772925169535,NA,0.0141772925169535,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.917410487132787"
"730","NsiI.TP299143","OWA18",7067,10,7147645,0.00000161552184751156,0.16248276590293,112,NA,NA,0.0239966683064379,NA,0.0239966683064379,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.494916680939481"
"731","NsiI.TP301688","ADD",3240,1,4594203,0.000116994194728999,0.194498170585677,112,NA,NA,0.0461719179208298,NA,0.0461719179208298,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.93504979066738"
"732","NsiI.TP303442","GFW_1",4392,11,12434,0.000115555774523188,0.289042903349614,106,NA,NA,0.0126840593675369,NA,0.0126840593675369,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.62017081279275"
"733","NsiI.TP303442","GHW_1",5253,11,12434,0.000280269969286694,0.289042903349614,106,NA,NA,0.0276750257028347,NA,0.0276750257028348,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.37171270051831"
"734","NsiI.TP303442","HM_1",6061,11,12434,0.000129609745647273,0.289042903349614,106,NA,NA,0.0241213944619576,NA,0.0241213944619576,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.12351312836437"
"735","NsiI.TP304061","HW_1",6773,1,3171203,0.000115863781339631,0.46778150987967,106,NA,NA,0.0344333561827182,NA,0.034433356182718,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0000842907165138135"
"736","NsiI.TP304396","GFW_1",4488,11,12454,0.000275614347210549,0.284520358255849,106,NA,NA,0.0215834829394673,NA,0.0215834829394673,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.8586738932978"
"737","NsiI.TP304396","HM_1",6024,11,12454,0.000092489260391016,0.284520358255849,106,NA,NA,0.0235569248261933,NA,0.0235569248261933,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.10613037443014"
"738","NsiI.TP305933","Lg",6922,2,66473005,0.0000449995195568876,0.105211834340933,114,NA,NA,0.0141772925169535,NA,0.0141772925169535,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.658254364852878"
"739","NsiI.TP308674","Lg",6930,11,12507,0.000049218288464463,0.195966400309439,114,NA,NA,0.0143465842175191,NA,0.0143465842175191,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.418460064050311"
"740","NsiI.TP312416","Lg",7050,5,63829769,0.000389562927572805,0.0561749361868251,114,NA,NA,0.0486656849616427,NA,0.0486656849616427,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.62382017973222"
"741","NsiI.TP314390","HM_1",6159,11,12579,0.000244724448223366,0.0584802174718749,106,NA,NA,0.0269752150197134,NA,0.0269752150197134,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0708626009278922"
"742","NsiI.TP314432","GFW_1",4706,4,2842632,0.000833055889526606,0.121111439159119,106,NA,NA,0.0395196893414846,NA,0.0395196893414846,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.38344297887347"
"743","NsiI.TP314863","GS",5771,11,12585,0.0000221305104823645,0.280317805175135,114,NA,NA,0.00651553568428109,NA,0.00651553568428108,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.26940548731954"
"744","NsiI.TP31742","FM_50",3825,7,6509038,0.0001756049958736,0.298582255977628,106,NA,NA,0.0387433867985957,NA,0.0387433867985956,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0290655999095618"
"745","NsiI.TP31742","GHW_1",5082,7,6509038,0.0000708824146096395,0.298582255977628,106,NA,NA,0.0199946572143003,NA,0.0199946572143003,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.142762843155855"
"746","NsiI.TP31742","GHW_50",5675,7,6509038,0.000110577672156656,0.298582255977628,106,NA,NA,0.0483770781607682,NA,0.0483770781607683,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0751115108922911"
"747","NsiI.TP31742","HM_1",6030,7,6509038,0.000101012119414947,0.298582255977628,106,NA,NA,0.0241213944619576,NA,0.0241213944619576,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.46131182944264"
"748","NsiI.TP318460","FD_1",3376,11,12617,0.0000174936951146647,0.130794603708396,106,NA,NA,0.0191220665682547,NA,0.0191220665682547,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.2449809572818"
"749","NsiI.TP318460","FD_50",3591,11,12617,0.000218936059956349,0.130794603708396,106,NA,NA,0.0382904573126323,NA,0.0382904573126324,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.350046437846838"
"750","NsiI.TP318460","FM_1",3684,11,12617,0.0000336810069668581,0.130794603708396,106,NA,NA,0.048506759761062,NA,0.048506759761062,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.359788365634867"
"751","NsiI.TP318460","FM_50",3751,11,12617,0.0000431070889410126,0.130794603708396,106,NA,NA,0.0256795981573825,NA,0.0256795981573825,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.323423760147277"
"752","NsiI.TP318460","fprind",7468,11,12617,0.000192737846004002,0.130794603708396,106,NA,NA,0.0371785636181543,NA,0.0371785636181543,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.314067871565911"
"753","NsiI.TP318460","fprinW",7177,11,12617,0.0000429040422403101,0.130794603708396,106,NA,NA,0.0199857449398822,NA,0.0199857449398822,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.292663173236888"
"754","NsiI.TP318460","FW_1",3914,11,12617,0.0000267473682115497,0.130794603708396,106,NA,NA,0.0292371024025748,NA,0.0292371024025748,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.23418983082913"
"755","NsiI.TP318460","FW_50",3967,11,12617,0.000022714515787296,0.130794603708396,106,NA,NA,0.0163649852198892,NA,0.0163649852198892,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.297984247535479"
"756","NsiI.TP318460","GFW_1",4171,11,12617,0.00000200805616650082,0.130794603708396,106,NA,NA,0.00267352287300773,NA,0.00267352287300773,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.205598793481114"
"757","NsiI.TP318460","GFW_50",4824,11,12617,0.0000166092094178911,0.130794603708396,106,NA,NA,0.012616497340945,NA,0.012616497340945,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.175743490476811"
"758","NsiI.TP318460","GHW_1",5020,11,12617,0.0000181609059388563,0.130794603708396,106,NA,NA,0.014928679400483,NA,0.014928679400483,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.255072476810306"
"759","NsiI.TP318460","HD_1",5871,11,12617,0.0000152756120486878,0.130794603708396,106,NA,NA,0.0210916003413303,NA,0.0210916003413303,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.282990588812643"
"760","NsiI.TP318460","HM_1",6117,11,12617,0.000203025886431648,0.130794603708396,106,NA,NA,0.0262133247382339,NA,0.0262133247382339,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.313381881585035"
"761","NsiI.TP318460","HW_1",6692,11,12617,0.00000191748410990003,0.130794603708396,106,NA,NA,0.00599038225178533,NA,0.00599038225178533,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.291559868046382"
"762","NsiI.TP319204","GHW_1",5075,11,12621,0.0000606292339658097,0.0542837206076393,106,NA,NA,0.0187123214571653,NA,0.0187123214571653,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.25046730907774"
"763","NsiI.TP319204","HM_1",5975,11,12621,0.0000448907499959822,0.0542837206076393,106,NA,NA,0.0204155288357845,NA,0.0204155288357845,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.08240095612987"
"764","NsiI.TP319493","Lg",6886,11,12625,0.00000704568625580885,0.0910404448246788,114,NA,NA,0.00401818550510629,NA,0.00401818550510629,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.280926733021831"
"765","NsiI.TP319863","fprinGW",7119,11,12629,0.0000678187235316984,0.354846235817006,106,NA,NA,0.0468199050823836,NA,0.0468199050823836,"124+36088im","MLM+SUPER","PS_Y","GAPIT","6.25068324067164"
"766","NsiI.TP319863","GFW_1",4552,11,12629,0.000399892859630311,0.354846235817006,106,NA,NA,0.0262927049612571,NA,0.0262927049612571,"124+36088im","MLM+SUPER","PS_Y","GAPIT","5.8552489240088"
"767","NsiI.TP319863","GHW_1",5102,11,12629,0.0000892023332702476,0.354846235817006,106,NA,NA,0.0201674952140825,NA,0.0201674952140825,"124+36088im","MLM+SUPER","PS_Y","GAPIT","5.75792718043731"
"768","NsiI.TP319863","HM_1",6470,11,12629,0.000835277186493938,0.354846235817006,106,NA,NA,0.0399137736074353,NA,0.0399137736074353,"124+36088im","MLM+SUPER","PS_Y","GAPIT","6.5130181329678"
"769","NsiI.TP321836","FD_1",3391,10,43096218,0.0000339280204824155,0.140823314214071,106,NA,NA,0.0228029731125294,NA,0.0228029731125294,"124+36088im","MLM+SUPER","PS_Y","GAPIT","8.86319581454186"
"770","NsiI.TP321836","FD_50",3447,10,43096218,0.0000004631832015109,0.140823314214071,106,NA,NA,0.00175741131106623,NA,0.00175741131106623,"124+36088im","MLM+SUPER","PS_Y","GAPIT","10.0392496711507"
"771","NsiI.TP321836","FM_50",3714,10,43096218,0.0000061382107981395,0.140823314214071,106,NA,NA,0.0178986458968544,NA,0.0178986458968544,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.94694639209838"
"772","NsiI.TP321836","fprind",7338,10,43096218,0.000000454416776641601,0.140823314214071,106,NA,NA,0.00192912019686166,NA,0.00192912019686166,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.85570544800148"
"773","NsiI.TP321836","fprinW",7127,10,43096218,0.00000139422148090527,0.140823314214071,106,NA,NA,0.00577959634000741,NA,0.00577959634000742,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.98377374344607"
"774","NsiI.TP321836","FW_50",3939,10,43096218,0.00000400959794395827,0.140823314214071,106,NA,NA,0.0114445043648964,NA,0.0114445043648964,"124+36088im","MLM+SUPER","PS_Y","GAPIT","10.0841497463801"
"775","NsiI.TP321836","GFW_1",4161,10,43096218,0.00000084855747229497,0.140823314214071,106,NA,NA,0.00267352287300773,NA,0.00267352287300773,"124+36088im","MLM+SUPER","PS_Y","GAPIT","8.99226341247012"
"776","NsiI.TP321836","GFW_50",4803,10,43096218,0.00000356913633687922,0.140823314214071,106,NA,NA,0.00851206569651722,NA,0.00851206569651722,"124+36088im","MLM+SUPER","PS_Y","GAPIT","10.8384256615215"
"777","NsiI.TP321836","GHW_1",5037,10,43096218,0.0000306332717373514,0.140823314214071,106,NA,NA,0.0169780432302978,NA,0.0169780432302978,"124+36088im","MLM+SUPER","PS_Y","GAPIT","8.6699853864854"
"778","NsiI.TP321836","GHW_50",5638,10,43096218,0.0000319475091549043,0.140823314214071,106,NA,NA,0.0402184829401926,NA,0.0402184829401927,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.98352142208017"
"779","NsiI.TP321836","HD_1",5884,10,43096218,0.0000355266622322828,0.140823314214071,106,NA,NA,0.0284425986475781,NA,0.028442598647578,"124+36088im","MLM+SUPER","PS_Y","GAPIT","8.81784707836349"
"780","NsiI.TP321836","HM_1",6108,10,43096218,0.000191997774824277,0.140823314214071,106,NA,NA,0.0262133247382339,NA,0.0262133247382339,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.693351681629"
