"","SNP","Chromosome","Position","Trait.name","Method","QTN.effect","LOD.score","PVE","MAF","Genotype.for.code.1","Var_error","Var_phen..total.","Software","Ind.SNP","PS","P.value"
"4210","PstI.TP41452",4,57358774,"GHW_1","ISIS EM-BLASSO",-0.0014,3.1694,0.2956,0.066,"A",0.0001,0.0002,"mrMLMM","F106+4185","PS_N",0.000133260058627758
"4310","NsiI.TP529124",3,63127607,"GFW_1","mrMLM",-0.0095,3.2503,2.7482,0.1442,"C",0.0001,0.0002,"mrMLMM","F106+4185","PS_N",0.000109370450250796
"4410","PstI.TP1052140",6,19137861,"GFW_1","mrMLM",0.0113,3.9105,5.7576,0.101,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000219988510904925
"456","PstI.TP1159423",11,8140,"GFW_1","mrMLM",0.009,5.0446,29.8681,0.4135,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000143714305335639
"462","PstI.TP1159423",11,8140,"GFW_1","FASTmrMLM",0.0068,3.9487,17.0683,0.4057,"C",0.0002,0.0002,"mrMLMM","F106+4185","PS_N",0.0000200585714593595
"472","NsiI.TP579169",7,40226521,"GFW_1","FASTmrEMMA",-0.0294,3.0294,6.22,0.0377,"G",0.0002,0.0002,"mrMLMM","F106+4185","PS_N",0.000187672223735551
"482","PstI.TP1159423",11,8140,"GFW_1","FASTmrEMMA",0.0132,3.746,7.8356,0.4057,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000327642325685378
"492","NsiI.TP274765",6,47625849,"GFW_1","pLARmEB",-0.0041,5.7227,6.1472,0.3208,"A",0.0001,0.0002,"mrMLMM","F106+4185","PS_N",0.000000284380622147298
"50","PstI.TP444076",11,3404,"GFW_1","pLARmEB",-0.0051,4.346,8.2331,0.184,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000076913044028661
"5111","PstI.TP332845",3,68039381,"GHW_50","mrMLM",-0.0164,4.3006,12.9921,0.4519,"C",0.0007,0.0016,"mrMLMM","F106+4185","PS_N",0.00000857827569882808
"5211","PstI.TP1052140",6,19137861,"GHW_50","mrMLM",0.0275,4.3022,5.2857,0.101,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000854673030766978
"5311","PstI.TP532426",7,64966356,"GHW_50","mrMLM",0.0157,4.3375,13.2409,0.4663,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000078487410348873
"5411","PstI.TP1159423",11,8140,"GHW_50","mrMLM",0.0199,4.4669,22.2448,0.4135,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000574910181567503
"556","PstI.TP1159423",11,8140,"GHW_50","FASTmrEMMA",0.037,3.2449,9.4954,0.4057,"C",0.001,0.0016,"mrMLMM","F106+4185","PS_N",0.000110840888901587
"563","PstI.TP1052140",6,19137861,"GHW_50","pLARmEB",0.0225,3.8717,2.5079,0.0991,"A",0.0008,0.0016,"mrMLMM","F106+4185","PS_N",0.0000241657345143683
"572","NsiI.TP274765",6,47625849,"GHW_50","pLARmEB",-0.0065,3.6542,1.9298,0.3208,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000409354906329559
"582","PstI.TP332845",3,68039381,"GHW_50","ISIS EM-BLASSO",-0.0131,4.4553,8.3004,0.4528,"C",0.0008,0.0016,"mrMLMM","F106+4185","PS_N",0.00000591153138980827
"592","PstI.TP1052140",6,19137861,"GHW_50","ISIS EM-BLASSO",0.0248,4.1308,4.3007,0.0991,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000129211152442593
"60","PstI.TP332845",3,68039381,"GFW_50","mrMLM",-0.0118,3.9405,11.9043,0.4519,"C",0.0004,0.0009,"mrMLMM","F106+4185","PS_N",0.000020459734796793
"6110","PstI.TP1052140",6,19137861,"GFW_50","mrMLM",0.0216,4.6646,5.8243,0.101,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000357437406264481
"6210","PstI.TP532426",7,64966356,"GFW_50","mrMLM",0.0118,4.2936,13.1997,0.4663,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000872569442770117
"6310","PstI.TP1159423",11,8140,"GFW_50","mrMLM",0.0145,4.2264,21.1029,0.4135,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.000010258881185266
"647","PstI.TP1159423",11,8140,"GFW_50","FASTmrEMMA",0.0263,3.1743,8.5161,0.4057,"C",0.0005,0.0009,"mrMLMM","F106+4185","PS_N",0.000131673991272162
"651","PstI.TP245404",1,79960134,"GFW_50","pLARmEB",-0.0004,3.1381,0,0.1509,"C",0.0004,0.0009,"mrMLMM","F106+4185","PS_N",0.000143846732077892
"661","PstI.TP541575",2,74276308,"GFW_50","pLARmEB",-0.000034913,3.7466,0.000063897,0.0943,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000327189983623179
"671","PstI.TP1052140",6,19137861,"GFW_50","pLARmEB",0.0201,3.8784,4.3072,0.0991,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000237738763733978
"681","NsiI.TP616446",9,56031936,"GFW_50","pLARmEB",-0.0008,3.4737,0.0644,0.4481,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000634599900981287
"691","PstI.TP332845",3,68039381,"GFW_50","ISIS EM-BLASSO",-0.0104,4.4145,9.3002,0.4528,"C",0.0004,0.0009,"mrMLMM","F106+4185","PS_N",0.00000652078678513579
"70","PstI.TP1052140",6,19137861,"HM_1","mrMLM",0.0754,3.4127,10.4666,0.101,"A",0.0047,0.006,"mrMLMM","F106+4185","PS_N",0.0000736207097494736
"7111","NsiI.TP481176",1,7350098,"HM_1","FASTmrMLM",-0.0229,3.7561,2.723,0.2453,"A",0.0037,0.006,"mrMLMM","F106+4185","PS_N",0.0000319742230320493
"7211","PstI.TP1052140",6,19137861,"HM_1","FASTmrEMMA",0.0959,3.5541,8.2893,0.0991,"A",0.0039,0.006,"mrMLMM","F106+4185","PS_N",0.0000521915265835448
"7310","PstI.TP772632",2,65920887,"HM_1","ISIS EM-BLASSO",0.0009,3.1392,0.0113,0.1792,"A",0.0036,0.006,"mrMLMM","F106+4185","PS_N",0.000143482851823259
"7410","PstI.TP1052140",6,19137861,"FM_1","mrMLM",0.0314,3.2141,7.0514,0.101,"A",0.001,0.0015,"mrMLMM","F106+4185","PS_N",0.000119481316716119
"754","PstI.TP1159423",11,8140,"FM_1","mrMLM",0.0226,5.7884,29.3157,0.4135,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.000000243164403787592
"762","PstI.TP1159423",11,8140,"FM_1","FASTmrMLM",0.0172,4.1293,15.399,0.4057,"C",0.0009,0.0015,"mrMLMM","F106+4185","PS_N",0.0000129658203538263
"772","NsiI.TP274765",6,47625849,"FM_1","pLARmEB",-0.001,3.0163,0.0582,0.3208,"A",0.0008,0.0015,"mrMLMM","F106+4185","PS_N",0.000193820629607495
"782","PstI.TP444076",11,3404,"FM_1","pLARmEB",-0.0151,5.0663,11.143,0.184,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000136426896588171
"792","PstI.TP332845",3,68039381,"HM_50","mrMLM",-0.0147,5.2433,19.7044,0.4519,"C",0.0005,0.0007,"mrMLMM","F106+4185","PS_N",0.000000893305483733294
"80","PstI.TP532426",7,64966356,"HM_50","mrMLM",0.0127,3.0991,16.2562,0.4663,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.000158270509343104
"8110","PstI.TP332845",3,68039381,"HM_50","FASTmrMLM",-0.0095,4.3019,9.2825,0.4528,"C",0.0004,0.0007,"mrMLMM","F106+4185","PS_N",0.00000855263621940467
"8210","PstI.TP1159423",11,8140,"HM_50","FASTmrEMMA",0.0228,3.4523,7.5898,0.4057,"C",0.0004,0.0007,"mrMLMM","F106+4185","PS_N",0.000066849782716159
"8310","PstI.TP332845",3,68039381,"FM_50","mrMLM",-0.0107,5.6419,20.7617,0.4519,"C",0.0003,0.0004,"mrMLMM","F106+4185","PS_N",0.000000344825996552624
"845","PstI.TP532426",7,64966356,"FM_50","mrMLM",0.0095,3.7327,18.142,0.4663,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000338376348861765
"851","PstI.TP1040729",4,54844080,"TFN","mrMLM",1.0144,5.2694,11.1981,0.2212,"A",1.8297,2.8886,"mrMLMM","F106+4185","PS_N",0.000000839266715966233
"861","PstI.TP651320",5,35481232,"TFN","mrMLM",-1.203,4.3114,39.2185,0.2548,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000835795445089703
"871","PstI.TP1040729",4,54844080,"TFN","FASTmrEMMA",1.7181,3.9698,12.0606,0.217,"A",1.9677,2.8886,"mrMLMM","F106+4185","PS_N",0.0000190589951702436
"881","PstI.TP651320",5,35481232,"TFN","pLARmEB",-1.3473,6.2971,33.8567,0.2547,"A",1.9639,2.8886,"mrMLMM","F106+4185","PS_N",0.0000000724435960074991
"891","PstI.TP745785",6,45615805,"TFN","pLARmEB",-0.6532,4.3151,7.6156,0.3868,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000828514283477959
"90","PstI.TP651320",5,35481232,"TFN","ISIS EM-BLASSO",-1.347,4.2964,41.169,0.2547,"A",1.9637,2.8886,"mrMLMM","F106+4185","PS_N",0.00000866562716976714
"9110","PstI.TP745785",6,45615805,"TFN","ISIS EM-BLASSO",-0.6532,4.13,9.2647,0.3868,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000129449387536629
"9210","PstI.TP332845",3,68039381,"fprind","mrMLM",-0.1944,4.0842,12.6145,0.4519,"C",0.1081,0.2275,"mrMLMM","F106+4185","PS_N",0.0000144577263387363
"9310","PstI.TP1052140",6,19137861,"fprind","mrMLM",0.3302,4.1861,5.2699,0.101,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000113057661965708
"942","PstI.TP532426",7,64966356,"fprind","mrMLM",0.1859,4.1034,12.8016,0.4663,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000138038426460288
"951","PstI.TP1159423",11,8140,"fprind","mrMLM",0.2356,4.2406,21.5857,0.4135,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000991288344947892
"962","PstI.TP332845",3,68039381,"fprind","FASTmrMLM",-0.1513,3.4012,7.6446,0.4528,"C",0.1193,0.2275,"mrMLMM","F106+4185","PS_N",0.0000757181509714706
"971","PstI.TP1052140",6,19137861,"fprind","FASTmrMLM",0.2722,3.0155,3.5828,0.0991,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.000194222705723317
"981","PstI.TP1052140",6,19137861,"fprind","FASTmrEMMA",0.6681,4.0035,10.5677,0.0991,"A",0.1384,0.2275,"mrMLMM","F106+4185","PS_N",0.0000175670970266463
"991","PstI.TP1159423",11,8140,"fprind","FASTmrEMMA",0.4349,3.1957,9.0636,0.4057,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.000124968339721122
"1001","PstI.TP1052140",6,19137861,"fprind","pLARmEB",0.2544,4.473,2.2579,0.0991,"A",0.1175,0.2275,"mrMLMM","F106+4185","PS_N",0.00000566500111919533
"10110","PstI.TP476949",1,5536792,"fprind","ISIS EM-BLASSO",0.1166,3.2974,5.3589,0.5,"A",0.102,0.2275,"mrMLMM","F106+4185","PS_N",0.0000974989637717387
"10210","PstI.TP332845",3,68039381,"fprind","ISIS EM-BLASSO",-0.1448,4.4975,6.9929,0.4528,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000534072234093761
"1033","PstI.TP1052140",6,19137861,"fprind","ISIS EM-BLASSO",0.2749,3.8402,3.6529,0.0991,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.000026079544390266
"1041","PstI.TP865711",11,6040,"fprind","ISIS EM-BLASSO",-0.0898,3.5484,2.9887,0.4811,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000529297691687475
"1051","PstI.TP332845",3,68039381,"fprinW","mrMLM",-0.0258,4.1654,12.7803,0.4519,"C",0.0019,0.004,"mrMLMM","F106+4185","PS_N",0.0000118850222743702
"1061","PstI.TP1052140",6,19137861,"fprinW","mrMLM",0.0441,4.3049,5.388,0.101,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000848984966515619
"1071","PstI.TP532426",7,64966356,"fprinW","mrMLM",0.0245,4.1227,12.7588,0.4663,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000131734643350635
"1081","PstI.TP1159423",11,8140,"fprinW","mrMLM",0.031,4.259,21.505,0.4135,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000948418463300898
"1091","PstI.TP332845",3,68039381,"fprinW","FASTmrMLM",-0.0201,3.4779,7.7256,0.4528,"C",0.0021,0.004,"mrMLMM","F106+4185","PS_N",0.0000628202991245556
"11010","PstI.TP1052140",6,19137861,"fprinW","FASTmrMLM",0.0364,3.1249,3.67,0.0991,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.000148559353234947
"11110","PstI.TP1159423",11,8140,"fprinW","FASTmrEMMA",0.0574,3.399,9.0613,0.4057,"C",0.0024,0.004,"mrMLMM","F106+4185","PS_N",0.0000761202139005718
"11210","PstI.TP332845",3,68039381,"fprinW","pLARmEB",-0.016,3.9726,3.8096,0.4528,"C",0.0021,0.004,"mrMLMM","F106+4185","PS_N",0.0000189321527577746
"11310","PstI.TP1052140",6,19137861,"fprinW","pLARmEB",0.0364,4.3414,2.8586,0.0991,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000777678334455705
"11410","PstI.TP1159423",11,8140,"fprinW","pLARmEB",0.0221,3.8408,8.4664,0.4057,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000260435390455169
"11510","PstI.TP332845",3,68039381,"fprinW","ISIS EM-BLASSO",-0.0204,4.1578,7.9952,0.4528,"C",0.0018,0.004,"mrMLMM","F106+4185","PS_N",0.0000121059813355048
"1166","PstI.TP865711",11,6040,"fprinW","ISIS EM-BLASSO",-0.0136,3.0741,3.9407,0.4811,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.000168228665565294
"1171","PstI.TP332845",3,68039381,"fprinGW","mrMLM",-0.022,4.1203,12.5799,0.4519,"C",0.0014,0.0029,"mrMLMM","F106+4185","PS_N",0.000013252566739591
"1181","PstI.TP1052140",6,19137861,"fprinGW","mrMLM",0.0377,4.2945,5.3531,0.101,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000870562588741355
"1191","PstI.TP532426",7,64966356,"fprinGW","mrMLM",0.0214,4.2605,13.1748,0.4663,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000944930789034298
"1201","PstI.TP1159423",11,8140,"fprinGW","mrMLM",0.0268,4.3065,21.6838,0.4135,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000845862944818425
"12110","PstI.TP1159423",11,8140,"fprinGW","FASTmrEMMA",0.0494,3.1098,9.0724,0.4057,"C",0.0018,0.0029,"mrMLMM","F106+4185","PS_N",0.000154170045294956
"1229","PstI.TP1052140",6,19137861,"fprinGW","pLARmEB",0.0314,4.0197,2.5948,0.0991,"A",0.0014,0.0029,"mrMLMM","F106+4185","PS_N",0.0000168966263404871
"1231","NsiI.TP274765",6,47625849,"fprinGW","pLARmEB",-0.0105,4.23,2.636,0.3208,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000101695093511594
"1241","PstI.TP1067903",9,48843269,"fprinGW","pLARmEB",-0.0046,3.8235,0.4034,0.5,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000271581385758833
"1251","PstI.TP444076",11,3404,"fprinGW","pLARmEB",-0.0177,3.6202,6.5622,0.184,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000444528899122317
"1261","PstI.TP1159423",11,8140,"fprinGW","pLARmEB",0.0202,3.6782,8.6838,0.4057,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.000038618908944899
"1271","PstI.TP332845",3,68039381,"fprinGW","ISIS EM-BLASSO",-0.0191,4.951,9.4825,0.4528,"C",0.0014,0.0029,"mrMLMM","F106+4185","PS_N",0.00000179845675747694
"1281","PstI.TP1052140",6,19137861,"fprinM","mrMLM",0.0903,3.6002,10.5567,0.101,"A",0.0067,0.0085,"mrMLMM","F106+4185","PS_N",0.0000466659380314288
"1291","NsiI.TP481176",1,7350098,"fprinM","FASTmrMLM",-0.0234,3.272,2.0033,0.2453,"A",0.0051,0.0085,"mrMLMM","F106+4185","PS_N",0.000103728954357387
"1301","PstI.TP1100905",3,73743770,"fprinM","FASTmrMLM",-0.000015986,3.2529,0,0.0802,"G",NA,NA,"mrMLMM","F106+4185","PS_N",0.000108667581116442
"13110","PstI.TP1052140",6,19137861,"fprinM","FASTmrEMMA",0.1141,3.6002,8.2535,0.0991,"A",0.0054,0.0085,"mrMLMM","F106+4185","PS_N",0.0000466659380314288
"1326","PstI.TP1067903",9,48843269,"fprinM","pLARmEB",-0.023,3.9325,3.7771,0.5,"C",0.0045,0.0085,"mrMLMM","F106+4185","PS_N",0.0000208593129583112
"1331","PstI.TP444076",11,3404,"fprinM","pLARmEB",-0.0299,5.3307,6.9557,0.184,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.000000724936555587398
"1341","PstI.TP1040729",4,54844080,"FNMain","mrMLM",0.9172,5.4313,11.0455,0.2255,"A",1.4304,2.3545,"mrMLMM","F106+4185","PS_N",0.00000057003300221896
"1351","PstI.TP651320",5,35481232,"FNMain","mrMLM",-1.1558,4.9192,42.9579,0.2549,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000194043902355183
"1361","PstI.TP1040729",4,54844080,"FNMain","FASTmrMLM",0.8305,5.1634,9.8941,0.2212,"A",1.5106,2.3545,"mrMLMM","F106+4185","PS_N",0.00000108143395129794
"1371","PstI.TP651320",5,35481232,"FNMain","FASTmrMLM",-1.0266,4.7408,37.03,0.2548,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000029771450877106
"1381","PstI.TP651320",5,35481232,"FNMain","pLARmEB",-1.2565,6.2028,29.9451,0.2548,"A",1.4666,2.3545,"mrMLMM","F106+4185","PS_N",0.0000000906567195738355
"1391","PstI.TP745785",6,45615805,"FNMain","pLARmEB",-0.5921,5.2826,6.3524,0.3894,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.000000813204924654153
"1401","PstI.TP1040729",4,54844080,"FNMain","ISIS EM-BLASSO",0.8305,5.1634,9.8941,0.2212,"A",1.5106,2.3545,"mrMLMM","F106+4185","PS_N",0.00000108143395129794
"14110","PstI.TP651320",5,35481232,"FNMain","ISIS EM-BLASSO",-1.0266,4.7408,37.0301,0.2548,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000029771450877106
"1423","PstI.TP1040729",4,54844080,"FNsmall","mrMLM",0.3841,3.1535,7.7553,0.2255,"A",0.4055,0.5926,"mrMLMM","F106+4185","PS_N",0.000138547916756672
"1431","PstI.TP651320",5,35481232,"FNsmall","mrMLM",-0.5578,3.0279,40.0507,0.2549,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.00018840828656596
"1441","PstI.TP651320",5,35481232,"FNsmall","FASTmrMLM",-0.4909,3.4892,34.6459,0.2548,"A",0.446,0.5926,"mrMLMM","F106+4185","PS_N",0.0000611223438898411
"1451","NsiI.TP441583",6,1520280,"FNsmall","FASTmrEMMA",-1.0501,4.7668,12.7996,0.1923,"C",0.4228,0.5926,"mrMLMM","F106+4185","PS_N",0.00000279704851947809
"1461","PstI.TP1227925",6,50604731,"FNsmall","FASTmrEMMA",0.972,3.9448,12.322,0.1538,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000202488330653056
"1471","PstI.TP651320",5,35481232,"FNsmall","pLARmEB",-0.5728,5.9774,28.4926,0.2548,"A",0.3714,0.5926,"mrMLMM","F106+4185","PS_N",0.000000154988687314018
"1481","PstI.TP745785",6,45615805,"FNsmall","pLARmEB",-0.2488,3.1324,5.1359,0.3894,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.000145881426027535
"1491","PstI.TP96410",3,4423816,"FNsmall","ISIS EM-BLASSO",0.3107,3.1038,4.0901,0.1779,"C",0.3583,0.5926,"mrMLMM","F106+4185","PS_N",0.000156458801804055
"1501","PstI.TP745785",6,45615805,"FNsmall","ISIS EM-BLASSO",-0.2525,3.6562,10.2747,0.3894,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000407380277804113
"15110","PstI.TP55941",6,51146867,"FNsmall","ISIS EM-BLASSO",-0.2859,3.333,13.6072,0.2548,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000893922770479138
"1521","PstI.TP1052140",6,19137861,"HD_1","mrMLM",0.0889,4.3314,9.7037,0.101,"A",0.0072,0.009,"mrMLMM","F106+4185","PS_N",0.00000796526079783779
"1531","PstI.TP1159423",11,8140,"HD_1","FASTmrEMMA",0.0894,3.9775,9.7257,0.4057,"C",0.0064,0.009,"mrMLMM","F106+4185","PS_N",0.0000187111293044145
"1541","PstI.TP541575",2,74276308,"HD_1","pLARmEB",-0.0084,3.5088,0.4226,0.0943,"C",0.0052,0.009,"mrMLMM","F106+4185","PS_N",0.0000582773774796369
"1551","PstI.TP541575",2,74276308,"HD_1","ISIS EM-BLASSO",-0.0307,3.2607,5.6806,0.0943,"C",0.0043,0.009,"mrMLMM","F106+4185","PS_N",0.000106635055667011
"1561","PstI.TP332845",3,68039381,"HD_1","ISIS EM-BLASSO",-0.0297,4.4787,7.4966,0.4528,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000558727438994021
"1571","NsiI.TP616446",9,56031936,"HD_1","ISIS EM-BLASSO",-0.0204,4.1937,4.5212,0.4481,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000111019687362348
"1581","PstI.TP1052140",6,19137861,"FD_1","mrMLM",0.1,3.4001,10.1406,0.101,"A",0.0087,0.0109,"mrMLMM","F106+4185","PS_N",0.0000759101762881253
"1591","PstI.TP1159423",11,8140,"FD_1","FASTmrEMMA",0.0978,3.9851,9.6149,0.4057,"C",0.0077,0.0109,"mrMLMM","F106+4185","PS_N",0.0000183696127061899
"1601","PstI.TP1052140",6,19137861,"FD_1","ISIS EM-BLASSO",0.0621,4.5022,3.9083,0.0991,"A",0.006,0.0109,"mrMLMM","F106+4185","PS_N",0.00000528080340777724
"1619","PstI.TP1159423",11,8140,"FD_1","ISIS EM-BLASSO",0.0417,3.2705,14.2081,0.4057,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.000104111810762334
"1621","PstI.TP332845",3,68039381,"HD_50","mrMLM",-0.1157,4.1067,12.6098,0.4519,"C",0.0381,0.0806,"mrMLMM","F106+4185","PS_N",0.0000136930438839121
"1631","PstI.TP1052140",6,19137861,"HD_50","mrMLM",0.1956,4.1719,5.217,0.101,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000117003808942305
"1641","PstI.TP532426",7,64966356,"HD_50","mrMLM",0.1106,4.1209,12.7794,0.4663,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000132312233311337
"1651","PstI.TP1159423",11,8140,"HD_50","mrMLM",0.1423,4.375,22.1949,0.4135,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000717133482657721
"1661","PstI.TP332845",3,68039381,"HD_50","FASTmrMLM",-0.0911,4.4885,7.8177,0.4528,"C",0.0422,0.0806,"mrMLMM","F106+4185","PS_N",0.00000545757861091271
"1671","PstI.TP1052140",6,19137861,"HD_50","FASTmrEMMA",0.3956,3.9931,10.4584,0.0991,"A",0.0489,0.0806,"mrMLMM","F106+4185","PS_N",0.0000180135786466914
"1681","PstI.TP1159423",11,8140,"HD_50","FASTmrEMMA",0.2643,3.3188,9.4456,0.4057,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000925337153477778
"1691","PstI.TP541575",2,74276308,"HD_50","pLARmEB",-0.000013633,3.9197,0.000000088213,0.0943,"C",0.0412,0.0806,"mrMLMM","F106+4185","PS_N",0.000021512951592892
"1701","PstI.TP1052140",6,19137861,"HD_50","pLARmEB",0.1506,3.7994,2.1994,0.0991,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000287872381083525
"1717","PstI.TP1281273",9,52305676,"HD_50","pLARmEB",-0.00003703,3.8169,0.00000061937,0.2642,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000275930685581751
"1721","PstI.TP332845",3,68039381,"HD_50","ISIS EM-BLASSO",-0.0858,5.3188,6.9413,0.4528,"C",0.037,0.0806,"mrMLMM","F106+4185","PS_N",0.000000745761570206989
"1731","PstI.TP1052140",6,19137861,"HD_50","ISIS EM-BLASSO",0.167,3.9726,3.8064,0.0991,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000189321527577746
"1741","PstI.TP1067903",9,48843269,"HD_50","ISIS EM-BLASSO",-0.0999,4.1122,9.841,0.5,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000135113890706621
"1751","PstI.TP865711",11,6040,"HD_50","ISIS EM-BLASSO",-0.0653,4.8172,4.4521,0.4811,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000247856321539419
"1761","PstI.TP1159423",11,8140,"HD_50","ISIS EM-BLASSO",0.1304,3.9,18.6651,0.4057,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000225631639962815
"1771","PstI.TP332845",3,68039381,"FD_50","mrMLM",-0.146,4.1238,12.6931,0.4519,"C",0.0603,0.1275,"mrMLMM","F106+4185","PS_N",0.0000131401402303904
"1781","PstI.TP1052140",6,19137861,"FD_50","mrMLM",0.2496,4.2788,5.3744,0.101,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.00000904273908311783
"1791","PstI.TP532426",7,64966356,"FD_50","mrMLM",0.1391,4.1199,12.802,0.4663,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000132647784274652
"1801","PstI.TP1159423",11,8140,"FD_50","mrMLM",0.1754,4.2144,21.3462,0.4135,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000105608773762404
"1816","PstI.TP332845",3,68039381,"FD_50","FASTmrMLM",-0.1134,3.4366,7.6538,0.4528,"C",0.0663,0.1275,"mrMLMM","F106+4185","PS_N",0.0000694544377583403
"1821","PstI.TP1052140",6,19137861,"FD_50","FASTmrMLM",0.2054,3.0871,3.6422,0.0991,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.000162967123511053
"1831","PstI.TP1052140",6,19137861,"FD_50","FASTmrEMMA",0.4111,3.0823,7.1431,0.0991,"A",0.0707,0.1275,"mrMLMM","F106+4185","PS_N",0.000164892157315083
"1841","PstI.TP1052140",6,19137861,"FD_50","pLARmEB",0.1959,3.7841,2.0572,0.0991,"A",0.0615,0.1275,"mrMLMM","F106+4185","PS_N",0.000029874455606053
"1851","NsiI.TP274765",6,47625849,"FD_50","pLARmEB",-0.0801,3.3233,3.1286,0.3208,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000915377008362352
"1861","PstI.TP444076",11,3404,"FD_50","pLARmEB",-0.1406,4.0034,8.395,0.184,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000175751888368596
"1871","PstI.TP1159423",11,8140,"FD_50","pLARmEB",0.1299,3.489,7.2723,0.4057,"C",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000611504982517029
"1881","NsiI.TP560012",11,16067,"FD_50","pLARmEB",-0.131,3.5789,8.3574,0.2972,"A",NA,NA,"mrMLMM","F106+4185","PS_N",0.0000491473380199267
"189","PstI.TP332845",3,68039381,"FD_50","ISIS EM-BLASSO",-0.109,4.2948,7.075,0.4528,"C",0.0563,0.1275,"mrMLMM","F106+4185","PS_N",0.00000869961433065267
